split,video_name,frame_count,infer_frame_count,missing_count,extra_count,infer_dir_exists,none_file_exists,none_count,none_out_of_range_count,none_not_missing_count,missing_not_in_none_count,missing_examples,extra_examples,none_examples,none_out_of_range_examples,none_not_missing_examples,missing_not_in_none_examples
train,0003_02_0021.mp4,44,44,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0025.mp4,50,50,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0030.mp4,42,42,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0032.mp4,43,43,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0034.mp4,33,33,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0044.mp4,62,62,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0045.mp4,40,40,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0048.mp4,45,45,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0049.mp4,99,99,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0054.mp4,112,112,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0056.mp4,69,69,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0057.mp4,57,57,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0063.mp4,33,33,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0065.mp4,35,35,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0068.mp4,46,46,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0072.mp4,48,48,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0073.mp4,42,42,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0074.mp4,30,30,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0075.mp4,34,34,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0079.mp4,43,43,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0080.mp4,39,39,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0085.mp4,39,39,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0093.mp4,43,43,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0095.mp4,42,42,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0097.mp4,31,31,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0098.mp4,49,49,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0099.mp4,36,36,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0100.mp4,36,36,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0102.mp4,34,34,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0106.mp4,35,35,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0107.mp4,37,37,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0109.mp4,33,33,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0110.mp4,63,63,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0112.mp4,57,57,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0114.mp4,34,34,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0117.mp4,40,40,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0119.mp4,48,48,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0122.mp4,37,37,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0124.mp4,42,42,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0125.mp4,41,41,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0128.mp4,44,44,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0130.mp4,31,31,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0135.mp4,44,44,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0137.mp4,53,53,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0138.mp4,30,30,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0139.mp4,31,31,0,0,1,0,0,0,0,0,,,,,,
train,0003_02_0140.mp4,32,32,0,0,1,0,0,0,0,0,,,,,,
train,0003_05_0001.mp4,50,50,0,0,1,0,0,0,0,0,,,,,,
train,0003_05_0002.mp4,46,46,0,0,1,0,0,0,0,0,,,,,,
train,0004_00_0002.mp4,56,56,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0001.mp4,39,39,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0004.mp4,42,42,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0009.mp4,38,38,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0011.mp4,40,40,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0012.mp4,37,37,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0014.mp4,39,39,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0015.mp4,52,52,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0016.mp4,45,45,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0017.mp4,40,40,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0022.mp4,40,40,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0025.mp4,40,40,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0026.mp4,39,39,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0027.mp4,40,40,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0028.mp4,40,40,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0029.mp4,35,35,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0033.mp4,51,51,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0035.mp4,35,35,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0036.mp4,35,35,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0037.mp4,38,38,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0038.mp4,37,37,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0039.mp4,37,37,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0041.mp4,34,34,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0042.mp4,37,37,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0044.mp4,35,35,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0047.mp4,40,40,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0048.mp4,37,37,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0049.mp4,37,37,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0051.mp4,38,38,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0053.mp4,46,46,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0055.mp4,39,39,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0056.mp4,34,34,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0057.mp4,37,37,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0058.mp4,34,34,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0060.mp4,47,47,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0061.mp4,39,39,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0064.mp4,38,38,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0066.mp4,38,38,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0067.mp4,36,36,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0070.mp4,35,35,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0071.mp4,38,38,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0074.mp4,36,36,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0079.mp4,42,42,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0081.mp4,37,37,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0083.mp4,37,37,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0085.mp4,37,37,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0088.mp4,35,35,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0089.mp4,46,46,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0091.mp4,38,38,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0092.mp4,31,31,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0095.mp4,49,49,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0096.mp4,46,46,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0097.mp4,35,35,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0102.mp4,39,39,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0106.mp4,35,35,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0108.mp4,39,39,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0111.mp4,37,37,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0114.mp4,40,40,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0118.mp4,47,47,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0119.mp4,37,37,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0124.mp4,37,37,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0128.mp4,36,36,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0129.mp4,36,36,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0130.mp4,61,61,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0132.mp4,38,38,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0133.mp4,40,40,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0134.mp4,37,37,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0138.mp4,37,37,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0139.mp4,61,61,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0143.mp4,37,37,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0144.mp4,38,38,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0146.mp4,52,52,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0150.mp4,38,38,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0151.mp4,37,37,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0155.mp4,39,39,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0156.mp4,35,35,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0157.mp4,37,37,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0160.mp4,36,36,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0162.mp4,40,40,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0164.mp4,34,34,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0165.mp4,33,33,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0166.mp4,46,46,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0169.mp4,37,37,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0170.mp4,37,37,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0171.mp4,36,36,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0172.mp4,37,37,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0173.mp4,37,37,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0174.mp4,38,38,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0181.mp4,37,37,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0184.mp4,38,38,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0185.mp4,39,39,0,0,1,0,0,0,0,0,,,,,,
train,0004_01_0189.mp4,39,39,0,0,1,0,0,0,0,0,,,,,,
train,0004_02_0001.mp4,61,61,0,0,1,0,0,0,0,0,,,,,,
train,0004_02_0002.mp4,46,46,0,0,1,0,0,0,0,0,,,,,,
train,0004_02_0003.mp4,45,45,0,0,1,0,0,0,0,0,,,,,,
train,0004_02_0004.mp4,46,46,0,0,1,0,0,0,0,0,,,,,,
train,0004_02_0005.mp4,41,41,0,0,1,0,0,0,0,0,,,,,,
train,0004_02_0006.mp4,63,63,0,0,1,0,0,0,0,0,,,,,,
train,0004_02_0007.mp4,76,76,0,0,1,0,0,0,0,0,,,,,,
train,0004_02_0008.mp4,62,62,0,0,1,0,0,0,0,0,,,,,,
train,0004_02_0009.mp4,61,61,0,0,1,0,0,0,0,0,,,,,,
train,0004_02_0010.mp4,121,121,0,0,1,0,0,0,0,0,,,,,,
train,0004_02_0011.mp4,41,41,0,0,1,0,0,0,0,0,,,,,,
train,0004_02_0012.mp4,46,46,0,0,1,0,0,0,0,0,,,,,,
train,0004_02_0016.mp4,72,72,0,0,1,0,0,0,0,0,,,,,,
train,0004_02_0018.mp4,74,74,0,0,1,0,0,0,0,0,,,,,,
train,0004_02_0019.mp4,62,62,0,0,1,0,0,0,0,0,,,,,,
train,0004_02_0020.mp4,39,39,0,0,1,0,0,0,0,0,,,,,,
train,0004_02_0021.mp4,138,138,0,0,1,0,0,0,0,0,,,,,,
train,0004_02_0029.mp4,150,150,0,0,1,0,0,0,0,0,,,,,,
train,0004_02_0030.mp4,92,92,0,0,1,0,0,0,0,0,,,,,,
train,0004_02_0031.mp4,117,117,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0001.mp4,30,30,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0003.mp4,61,61,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0006.mp4,46,46,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0007.mp4,78,78,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0008.mp4,30,30,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0009.mp4,35,35,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0012.mp4,30,30,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0013.mp4,30,30,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0015.mp4,31,31,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0018.mp4,36,36,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0020.mp4,30,30,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0022.mp4,42,42,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0024.mp4,61,61,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0027.mp4,92,92,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0028.mp4,76,76,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0029.mp4,107,107,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0031.mp4,46,46,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0033.mp4,56,56,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0034.mp4,31,31,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0035.mp4,52,52,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0040.mp4,62,62,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0041.mp4,41,41,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0042.mp4,46,46,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0043.mp4,46,46,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0047.mp4,31,31,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0048.mp4,39,39,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0049.mp4,134,134,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0051.mp4,30,30,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0052.mp4,62,62,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0054.mp4,42,42,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0057.mp4,48,48,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0058.mp4,47,47,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0061.mp4,45,45,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0065.mp4,60,60,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0067.mp4,54,54,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0068.mp4,106,106,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0069.mp4,46,46,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0071.mp4,47,47,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0074.mp4,33,33,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0075.mp4,60,60,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0080.mp4,44,44,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0081.mp4,61,61,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0082.mp4,54,54,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0083.mp4,36,36,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0085.mp4,59,59,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0086.mp4,123,123,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0091.mp4,62,62,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0092.mp4,41,41,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0093.mp4,62,62,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0094.mp4,61,61,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0095.mp4,107,107,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0096.mp4,75,75,0,0,1,0,0,0,0,0,,,,,,
train,0004_03_0100.mp4,41,41,0,0,1,0,0,0,0,0,,,,,,
train,0004_04_0001.mp4,67,67,0,0,1,0,0,0,0,0,,,,,,
train,0004_05_0002.mp4,46,46,0,0,1,0,0,0,0,0,,,,,,
train,0004_05_0005.mp4,40,40,0,0,1,0,0,0,0,0,,,,,,
train,0004_05_0006.mp4,40,40,0,0,1,0,0,0,0,0,,,,,,
train,0004_05_0007.mp4,39,39,0,0,1,0,0,0,0,0,,,,,,
train,0004_05_0009.mp4,71,71,0,0,1,0,0,0,0,0,,,,,,
train,0004_05_0011.mp4,39,39,0,0,1,0,0,0,0,0,,,,,,
train,0004_05_0013.mp4,53,53,0,0,1,0,0,0,0,0,,,,,,
train,0004_05_0015.mp4,46,46,0,0,1,0,0,0,0,0,,,,,,
train,0004_05_0016.mp4,32,32,0,0,1,0,0,0,0,0,,,,,,
train,0004_05_0017.mp4,30,30,0,0,1,0,0,0,0,0,,,,,,
train,0004_05_0019.mp4,33,33,0,0,1,0,0,0,0,0,,,,,,
train,0004_05_0021.mp4,43,43,0,0,1,0,0,0,0,0,,,,,,
train,0004_05_0022.mp4,33,33,0,0,1,0,0,0,0,0,,,,,,
train,0004_05_0028.mp4,35,35,0,0,1,0,0,0,0,0,,,,,,
train,0004_05_0029.mp4,49,49,0,0,1,0,0,0,0,0,,,,,,
train,0004_05_0031.mp4,48,48,0,0,1,0,0,0,0,0,,,,,,
train,0004_05_0034.mp4,45,45,0,0,1,0,0,0,0,0,,,,,,
train,0004_05_0037.mp4,54,54,0,0,1,0,0,0,0,0,,,,,,
train,0005_00_0001.mp4,76,76,0,0,1,0,0,0,0,0,,,,,,
train,0005_00_0002.mp4,86,86,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0002.mp4,76,76,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0004.mp4,65,58,7,0,1,1,7,0,0,0,18 19 20 21 22 33 34,,18 19 20 21 22 33 34,,,
train,0005_01_0005.mp4,64,64,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0006.mp4,45,45,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0008.mp4,66,66,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0010.mp4,49,49,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0011.mp4,67,67,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0013.mp4,41,41,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0014.mp4,31,31,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0015.mp4,52,33,19,0,1,1,19,0,0,0,0 1 2 3 6 7 8 9 10 11,,0 1 2 3 6 7 8 9 10 11,,,
train,0005_01_0020.mp4,35,35,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0021.mp4,31,31,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0023.mp4,32,32,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0027.mp4,31,29,2,0,1,1,2,0,0,0,4 5,,4 5,,,
train,0005_01_0028.mp4,97,83,14,0,1,1,14,0,0,0,73 74 78 79 80 81 82 83 84 85,,73 74 78 79 80 81 82 83 84 85,,,
train,0005_01_0034.mp4,31,31,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0037.mp4,30,30,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0038.mp4,31,31,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0039.mp4,31,31,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0040.mp4,35,35,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0041.mp4,31,31,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0046.mp4,41,41,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0047.mp4,36,36,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0050.mp4,104,104,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0054.mp4,49,49,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0057.mp4,68,68,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0060.mp4,62,62,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0067.mp4,35,35,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0069.mp4,31,31,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0072.mp4,32,19,13,0,1,1,13,0,0,0,2 3 4 5 6 8 10 16 19 20,,2 3 4 5 6 8 10 16 19 20,,,
train,0005_01_0073.mp4,31,31,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0075.mp4,61,61,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0076.mp4,32,32,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0078.mp4,32,32,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0080.mp4,151,151,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0081.mp4,32,32,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0082.mp4,139,139,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0084.mp4,74,74,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0085.mp4,104,104,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0087.mp4,32,32,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0089.mp4,43,43,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0090.mp4,77,77,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0096.mp4,53,53,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0097.mp4,66,66,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0098.mp4,48,48,0,0,1,0,0,0,0,0,,,,,,
train,0005_01_0099.mp4,31,31,0,0,1,0,0,0,0,0,,,,,,
